Domain Name,Domain,Control_ID,Control_Desc,Control_Scope,Control_Owner,Control_Operator,Control_Type,Control_Type
Vulnerability Management,VM,VM-CS-2,The Company maintains a process for internal and external sources to report identified vulnerabilities. ,Baseline,,,Enterprise,Administrative
Vulnerability Management,VM,VM-CS-3,The Company scans external systems to identify vulnerabilities on [INSERT TIME FRAME]. ,Baseline,,,Enterprise,Technical
Vulnerability Management,VM,VM-CS-4,The Company scans internal systems to identify vulnerabilities on [INSERT TIME FRAME]. ,Baseline,,,Enterprise,Technical
Vulnerability Management,VM,VM-CS-5,The Company performs penetration tests against externally-facing applications on [INSERT TIME FRAME]. ,Baseline,,,Enterprise,Technical
Vulnerability Management,VM,VM-CS-6,The Company ranks and prioritizes identified vulnerabilities for remediation in accordance with an established risk ranking process. ,Baseline,,,Enterprise,Technical
Vulnerability Management,VM,VM-CS-7,The Company documents and communicates identified vulnerabilities to responsible parties. ,Baseline,,,Enterprise,Administrative
Vulnerability Management,VM,VM-CS-8,The Company tracks identified vulnerabilities against established remediation timelines. ,Baseline,,,Enterprise,Administrative
Vulnerability Management,VM,VM-CS-9,The Company performs testing or scanning to confirm remediation of identified vulnerabilities. ,Baseline,,,Enterprise,Technical
Vulnerability Management,VM,VM-CS-10,"The Company maintains a process to prioritize, communicate, escalate, and track remediation of exploitable critical vulnerabilities identified on The Company perimeter.",Baseline,,,Enterprise,Administrative
Vulnerability Management,VM,VM-CS-11,Application and System Owners mitigate vulnerabilities within established Service Level Agreements (SLAs).,Baseline,,,System Specific,Administrative
