Control_ID,Control_Statement,TR_ID,Technical_Requirement
DC-CS-2,Information assets are classified and labeled in accordance with established data classification requirements. ,DC_DE-TR-500,The Company takes extra care in the classification of test data. Such data does not always fall easily into the standard data classifications.
DC-CS-2,Information assets are classified and labeled in accordance with established data classification requirements. ,DC_DE-TR-600,"The Company labels Information Assets classified as, Restricted, Protected, Confidential, or Internal, according to their data classification"
DC-CS-2,Information assets are classified and labeled in accordance with established data classification requirements. ,DC_DE-TR-700,The Data Classification and Data Encryption scheme is global and is inclusive of regional requirements. 
DC-CS-3,"The organization manages, protects, and monitors removable media usage in accordance with documented and approved data handling and acceptable usage requirements.",DC_DE-TR-2000,The Company uses technical means to prevent users from attaching a USB Storage device to The Company managed device
DC-CS-3,"The organization manages, protects, and monitors removable media usage in accordance with documented and approved data handling and acceptable usage requirements.",DC_DE-TR-2100,"The Company uses technical means to prevent users from attaching a personally owned USB device other than a mouse, keyboard, or similar input device to The Company managed device"
DC-CS-3,"The organization manages, protects, and monitors removable media usage in accordance with documented and approved data handling and acceptable usage requirements.",DC_DE-TR-2200,The Company uses technical means to prevent users from attaching a personally owned storage device to The Company managed device
DC-CS-3,"The organization manages, protects, and monitors removable media usage in accordance with documented and approved data handling and acceptable usage requirements.",DC_DE-TR-2300,The Company uses technical means to prevent users from writing to CDs/DVDs with Restricted or Protected Data
DC-CS-3,"The organization manages, protects, and monitors removable media usage in accordance with documented and approved data handling and acceptable usage requirements.",DC_DE-TR-2400,The Company uses technical means to prevent users from uploading/downloading/syncing files from unmanaged devices to The Company owned or managed assets including cloud storage
DC-CS-4,A Data Loss Prevention (DLP) Program is in place to detect and monitor unauthorized leakage of sensitive data across the enterprise.,DC_DE-TR-1400,The Company uses technical means to prevent users from sending plain text Class 2-4 data in email to recipients external to The Company.
DC-CS-4,A Data Loss Prevention (DLP) Program is in place to detect and monitor unauthorized leakage of sensitive data across the enterprise.,DC_DE-TR-1500,The Company uses technical means to prevent users from sending plain text Class 5 data in email external to The Company.
DC-CS-4,A Data Loss Prevention (DLP) Program is in place to detect and monitor unauthorized leakage of sensitive data across the enterprise.,DC_DE-TR-1600,"The Company uses technical means to prevent users from sending, without authorization, documents labeled as "Confidential and Proprietary" or "Internal" to people or systems outside The Company network."
DC-CS-4,A Data Loss Prevention (DLP) Program is in place to detect and monitor unauthorized leakage of sensitive data across the enterprise.,DC_DE-TR-1700,"The Company uses technical means to prevent users from transferring, without specific authorization, data to or from any service or destination that is not approved by The Company for general use."
DC-CS-4,A Data Loss Prevention (DLP) Program is in place to detect and monitor unauthorized leakage of sensitive data across the enterprise.,DC_DE-TR-1800,The Company uses technical means to detect users attempting to print documents containing Restricted Data without appropriate authorization
DC-CS-4,A Data Loss Prevention (DLP) Program is in place to detect and monitor unauthorized leakage of sensitive data across the enterprise.,DC_DE-TR-1900,The Company uses technical means to prevent users from copying or downloading Restricted or Protected Data to removable storage devices without appropriate authorization
DC-CS-4,A Data Loss Prevention (DLP) Program is in place to detect and monitor unauthorized leakage of sensitive data across the enterprise.,DC_DE-TR-2000,The Company uses technical means to prevent users from attaching a USB Storage device to The Company managed device
DC-CS-4,A Data Loss Prevention (DLP) Program is in place to detect and monitor unauthorized leakage of sensitive data across the enterprise.,DC_DE-TR-2100,"The Company uses technical means to prevent users from attaching a personally owned USB device other than a mouse, keyboard, or similar input device to The Company managed device"
DC-CS-4,A Data Loss Prevention (DLP) Program is in place to detect and monitor unauthorized leakage of sensitive data across the enterprise.,DC_DE-TR-2200,The Company uses technical means to prevent users from attaching a personally owned storage device to The Company managed device
DC-CS-4,A Data Loss Prevention (DLP) Program is in place to detect and monitor unauthorized leakage of sensitive data across the enterprise.,DC_DE-TR-2300,The Company uses technical means to prevent users from writing to CDs/DVDs with Restricted or Protected Data
DC-CS-4,A Data Loss Prevention (DLP) Program is in place to detect and monitor unauthorized leakage of sensitive data across the enterprise.,DC_DE-TR-2400,The Company uses technical means to prevent users from uploading/downloading/syncing files from unmanaged devices to The Company owned or managed assets including cloud storage
DC-CS-4,A Data Loss Prevention (DLP) Program is in place to detect and monitor unauthorized leakage of sensitive data across the enterprise.,DC_DE-TR-2500,The Company maintains and operates tools to ensure that data loss prevention controls for The Company end user network are enforced. The tools have the following capabilities:
DC-CS-5,"A Record Retention Policy and accompanying governing documents have been defined, documented and communicated to appropriate individuals, in accordance with applicable laws, regulations, and contractual obligations. The Policy and governing documents are reviewed, updated as necessary, and approved on at least an annual basis.",DC_DE-TR-1000,The Company abides by the following Record Retention Requirements:
DC-CS-5,"A Record Retention Policy and accompanying governing documents have been defined, documented and communicated to appropriate individuals, in accordance with applicable laws, regulations, and contractual obligations. The Policy and governing documents are reviewed, updated as necessary, and approved on at least an annual basis.",DC_DE-TR-1100,The Company abides by the following Record storage requirements:
DC-CS-5,"A Record Retention Policy and accompanying governing documents have been defined, documented and communicated to appropriate individuals, in accordance with applicable laws, regulations, and contractual obligations. The Policy and governing documents are reviewed, updated as necessary, and approved on at least an annual basis.",DC_DE-TR-1200,The Company abides by the following requirements for proper disposal of Records:
DC-CS-5,"A Record Retention Policy and accompanying governing documents have been defined, documented and communicated to appropriate individuals, in accordance with applicable laws, regulations, and contractual obligations. The Policy and governing documents are reviewed, updated as necessary, and approved on at least an annual basis.",DC_DE-TR-800,"Per the Records Retention Policy, Information Assets that have met their Retention Period and are not currently subject to an Exception, as defined in the Records Retention Policy, are required to be disposed. Additionally, disposal of media is sanitized and disposed of in accordance with NIST 800-88 - Guidelines for Media Sanitization."
DC-CS-5,"A Record Retention Policy and accompanying governing documents have been defined, documented and communicated to appropriate individuals, in accordance with applicable laws, regulations, and contractual obligations. The Policy and governing documents are reviewed, updated as necessary, and approved on at least an annual basis.",DC_DE-TR-900,The Company requires the Records Retention Policy Owner to review and update the Records Retention Policy [INSERT TIME FRAME].
DC-CS-6,A risk based process to discover and protect or remove data at rest in repositories is defined and implemented. ,DC_DE-TR-2500,The Company maintains and operates tools to ensure that data loss prevention controls for The Company end user network are enforced. The tools have the following capabilities:
FM-CS-1,The Company has a documented strategy which defines a risk based process to monitor consumer access to applications to detect fraud activity. ,FM-TR-100,"The Company establishes, documents, implements, and maintains an organizational Fraud Monitoring Program. The Fraud Management Team, which supports execution of the Fraud Monitoring program, have responsibility for:"
FM-CS-1,The Company has a documented strategy which defines a risk based process to monitor consumer access to applications to detect fraud activity. ,FM-TR-200,The Fraud Monitoring Team leverages internal and external tools to perform fraud monitoring activities and to review suspicious transactions for indicators of fraud and anomalous activity.
FM-CS-1,The Company has a documented strategy which defines a risk based process to monitor consumer access to applications to detect fraud activity. ,FM-TR-300,"The Fraud Monitoring Team follows defined transaction review guidelines as suspicious transactions are identified and communicated, which may include, but not be limited to:"
FM-CS-1,The Company has a documented strategy which defines a risk based process to monitor consumer access to applications to detect fraud activity. ,FM-TR-400,The Fraud Monitoring Team opens a case if fraudulent activity is confirmed. Key indicators of fraud and anomalous behavior are documented within the case and escalated as necessary.
FM-CS-1,The Company has a documented strategy which defines a risk based process to monitor consumer access to applications to detect fraud activity. ,FM-TR-600,"The Company establishes, documents, and maintains procedures to guide members of the Fraud Monitoring Team."
FM-CS-1,The Company has a documented strategy which defines a risk based process to monitor consumer access to applications to detect fraud activity. ,FM-TR-700,The Company reports on confirmed fraudulent activity identified by the Fraud Monitoring Team on a  [INSERT TIME FRAME].
FM-CS-2,The Company tests the efficacy of fraud monitoring tools on a [INSERT TIME FRAME] basis and remediates identified issues.,FM-TR-500,"The Fraud Monitoring Team establishes and maintains a risk based approach and criteria to prioritizing and reviewing identified suspicious transactions, including frequency and thresholds."
GV-CS-1,"Appropriate safeguards to protect The Company personnel and data and to comply with applicable laws, regulations, customer contracts, and industry standards relating to information security are implemented and documented within The Company's Information Security Policy ("Policy"). The Policy is reviewed on at least an annual basis.",GV-TR-100,"The Company establishes, documents, implements, and maintains an organization-wide Information Security Management Program, in accordance with The Company's risk objectives and applicable legal and regulatory requirements, to maintain visibility into cybersecurity and privacy-related risks and controls needed to address statutory, regulatory and contractual obligations, as well as to address possible threats to data and or assets:"
GV-CS-10,"Prior to integration, the Company assesses the impact of the Acquired Entities' information security safeguards (e.g., running vulnerability scans, assessing access control processes, and assessing change control processes) on the Company Information Security Management Program.  The Company creates a plan to address high risks to the Company Information Security Management Program without undue delay.",GV-TR-1600,Remediation of security issues identified during due diligence is validated by The Company's Security Team.
GV-CS-11,"A privacy program based on company-wide privacy principles and a privacy charter is formally defined, documented, and implemented.",GV-TR-1700,"The Company establishes, implements, and maintains an organization-wide privacy program that will define and establish the resources and objectives necessary to develop, coordinate, implement and maintain The Company Privacy Program."
GV-CS-11,"A privacy program based on company-wide privacy principles and a privacy charter is formally defined, documented, and implemented.",GV-TR-1710,"The Company Privacy Program includes regional Policies, Procedures, Processes and Training, as appropriate."
GV-CS-11,"A privacy program based on company-wide privacy principles and a privacy charter is formally defined, documented, and implemented.",GV-TR-1720,The Company defines and documents within the Privacy Program roles and responsibilities for the Privacy Program overview and management.
GV-CS-11,"A privacy program based on company-wide privacy principles and a privacy charter is formally defined, documented, and implemented.",GV-TR-1730,The Company defines and documents within the Privacy Program organizational privacy capabilities in place to ensure privacy objectives are achieved.
GV-CS-11,"A privacy program based on company-wide privacy principles and a privacy charter is formally defined, documented, and implemented.",GV-TR-1740,The Company defines and documents within the Privacy Program organizational structure in place to ensure privacy objectives are achieved.
GV-CS-11,"A privacy program based on company-wide privacy principles and a privacy charter is formally defined, documented, and implemented.",GV-TR-1750,The Company establishes metrics to measure and evaluate operational privacy capabilities. The Company uses these metrics as an input to drive continuous improvement and maturation of the Privacy Program.
GV-CS-11,"A privacy program based on company-wide privacy principles and a privacy charter is formally defined, documented, and implemented.",GV-TR-1760,"The Company employs a Chief Privacy and Data Governance Officer who is responsible and accountable for implementing, maintaining, and monitoring The Company Privacy Program."
GV-CS-11,"A privacy program based on company-wide privacy principles and a privacy charter is formally defined, documented, and implemented.",GV-TR-1770,"The Company designates a Sr. Director of Data Privacy or equivalent who is ultimately responsible for implementing, maintaining, and monitoring The Company Privacy Program for the respective Business Unit or Region, as appropriate."
GV-CS-11,"A privacy program based on company-wide privacy principles and a privacy charter is formally defined, documented, and implemented.",GV-TR-1780,The Company Data Privacy and Protection Team undertakes necessary training to keep abreast of the developments of applicable data protection requirements and best practices in order to carry out their roles effectively.
GV-CS-11,"A privacy program based on company-wide privacy principles and a privacy charter is formally defined, documented, and implemented.",GV-TR-1910,The Company maintains appropriate Privacy Impact Assessment processes for identifying and assessing privacy risks arising from new projects and business initiatives.
GV-CS-11,"A privacy program based on company-wide privacy principles and a privacy charter is formally defined, documented, and implemented.",GV-TR-1920,"The Company maintains a Privacy by Design process, including defined requirements for data manageability and privacy that must be implemented during the System Development Life Cycle (SDLC)."
GV-CS-12,"External privacy notice(s) are developed, documented, and published detailing how the organization processes personal data. The external privacy notice(s) are reviewed, updated and approved on at least an annual basis.",GV-TR-1800,"The Company formally defines, documents, and publishes at least one external Privacy notice to data subjects, detailing the organization's approach to the processing of personal data for each region in which it operates."
GV-CS-13,The Company provides to relevant parties the third party assessor's information security management program assessment report. ,GV-TR-1900,The Company provides the completed third party assessor's report to relevant regulatory bodies and Attorney General as required.
GV-CS-14,"For The Company systems deployed in its FedRAMP boundaries, a system security plan is established, maintained, and updated on a [INSERT TIME FRAME] basis. ",GV-TR-720,"For The Company systems deployed in its FedRAMP boundaries, a system security plan is established, maintained, and updated on a periodic basis. The system security plan: - Is consistent with the organization's enterprise architecture; - Explicitly defines the authorization boundary for the system; - Describes the operational context of the information system in terms of missions and business processes; - Provides the security categorization of the information system including supporting rationale; - Describes the operational environment for the information system and relationships with or connections to other information systems; - Provides an overview of the security requirements for the system; - Identifies any relevant overlays, if applicable; - Describes the security controls in place or planned for meeting those requirements including a rationale for the tailoring and supplementation decisions; and - Is reviewed and approved by the authorizing official or designated representative prior to plan implementation; - Is distributed and communicated subsequent to changes to the plan to appropriate individuals - Is reviewed at least annually - Is updated to address changes to the information system/environment of operation or problems identified during plan implementation or security control assessments; and - Is protected from unauthorized disclosure and modification"
GV-CS-15,"For The Company systems deployed in its FedRAMP boundaries, for any weaknesses or deficiencies noted during the assessment, a Plan of Action and Milestone is established, maintained, and updated on a [INSERT TIME FRAME] basis.",GV-TR-730,"For Fedramp Authorized To Operate systems deployed in The Company's FedRAMP boundaries, a Plan of Action and Milestone document is updated, on a [INSERT TIME FRAME] basis, to include the organization's planned remediation actions to correct weaknesses identified during security assessment activities. The Plan of Action and Milestone document is provided to the Authorizing Official(s) based on the guidelines set forth by The Company PMO."
GV-CS-2,"A comprehensive information security management program, including defined roles and responsibilities has been established, implemented and communicated. The Information Security Management Program is documented, maintained and approved.",GV-TR-200,"The Company establishes, implements, and maintains an organization-wide Information Security Management Program document that will define and establish the resources and objectives necessary to develop, coordinate, implement and maintain The Company Information Security Management Program. The document is reviewed on at least a [INSERT TIME FRAME] basis."
GV-CS-3,"The Company employs a Chief Information Security Officer who is responsible for implementing, maintaining, and monitoring The Company's Information Security Management Program.",GV-TR-300,"The Company employs a Chief Information Security Officer (CISO) who is responsible and accountable for implementing, maintaining, and monitoring The Company Information Security Management Program."
GV-CS-4,"The Company employs an Information Security Officer or equivalent for each of its business units who is responsible for implementing, maintaining, and monitoring The Company's Information Security Management Program at the business unit level.",GV-TR-300,"The Company employs a Chief Information Security Officer (CISO) who is responsible and accountable for implementing, maintaining, and monitoring The Company Information Security Management Program."
GV-CS-5,Reporting is provided to The Company Board of Directors and the Technology Committee on the adequacy of the Information Security Management Program and The Company's security posture at least annually.,GV-TR-300,"The Company employs a Chief Information Security Officer (CISO) who is responsible and accountable for implementing, maintaining, and monitoring The Company Information Security Management Program."
GV-CS-6,"Variances in the implementation of a policy statement, standard, control or technical requirement are identified, documented, tracked, managed, remediated as appropriate, and approved, where required.",GV-TR-400,"Variances in the implementation of a policy statement, standard, control or technical requirement result in The Company defined Issue."
GV-CS-6,"Variances in the implementation of a policy statement, standard, control or technical requirement are identified, documented, tracked, managed, remediated as appropriate, and approved, where required.",GV-TR-500,"The Company defines, documents, implements, and maintains a Deviation Process to identify, document, assess, risk rate, approve, track, monitor, and report on Issues that cannot be remediated due to a legitimate technical or business constraint."
GV-CS-6,"Variances in the implementation of a policy statement, standard, control or technical requirement are identified, documented, tracked, managed, remediated as appropriate, and approved, where required.",GV-TR-600,"The Company defines, documents, implements, and maintains a process to document, assess, risk rate, and approve Exception Memorandums related to its operating environments. The Exception Memorandums include an aggregation of Issues and Deviations by control domain.  "
GV-CS-7,The Company assesses the Information Security Management Program at planned intervals.,GV-TR-700,The Company assesses the adequacy of the Information Security Management Program and supporting safeguards on a [INSERT TIME FRAME]
GV-CS-7,The Company assesses the Information Security Management Program at planned intervals.,GV-TR-710,"For The Company systems deployed in its FedRAMP boundaries, The Company develops a continuous monitoring strategy and implements a continuous monitoring program to assess adequacy of safeguards deployed on [INSERT TIME FRAME]. Assessments are performed by individuals with appropriate levels of independence and coordinated with other assessment and audit functions, as appropriate. "
GV-CS-8,"Management performs information security related due diligence procedures, which include assessments of the information security environment, on target companies, prior to acquisition.",GV-TR-1000,The Security M&A Team defines high priority pre-due diligence questions and reviews the questions  [INSERT TIME FRAME].
GV-CS-8,"Management performs information security related due diligence procedures, which include assessments of the information security environment, on target companies, prior to acquisition.",GV-TR-1100,"After LOI is signed, the Corporate Development Team kicks off formal due diligence activities."
GV-CS-8,"Management performs information security related due diligence procedures, which include assessments of the information security environment, on target companies, prior to acquisition.",GV-TR-1200,Security due diligence activities follow the procedures outlined in the Security M&A Standard Operating Procedures.
GV-CS-8,"Management performs information security related due diligence procedures, which include assessments of the information security environment, on target companies, prior to acquisition.",GV-TR-1300,The Security M&A Team identifies potential security risks associated with acquiring the target company.
GV-CS-8,"Management performs information security related due diligence procedures, which include assessments of the information security environment, on target companies, prior to acquisition.",GV-TR-1400,"The Security M&A Team uses third party testing (e.g. code scans, penetration tests, network scans, etc), where feasible."
GV-CS-8,"Management performs information security related due diligence procedures, which include assessments of the information security environment, on target companies, prior to acquisition.",GV-TR-1500,"Information gathered during the due diligence phase including projected integration and remediation costs, and high level integration plan shall be included in the Security Due Diligence Report. The Security Due Diligence Report is reviewed and approved by the SVP Security Risk and Chief Information Security Officer."
GV-CS-8,"Management performs information security related due diligence procedures, which include assessments of the information security environment, on target companies, prior to acquisition.",GV-TR-800,"The Security Mergers & Acquisition (M&A) Due Diligence Process is comprised of: * Pre-diligence assessment * Conduct due diligence * Validate remediation of pre-close conditions * Security Integration Planning"
GV-CS-8,"Management performs information security related due diligence procedures, which include assessments of the information security environment, on target companies, prior to acquisition.",GV-TR-900,The Corporate Development Team engages the Security M&A Team prior to determining whether or not to sign a letter of intent (LOI).
GV-CS-9,"Upon acquisition of new companies, management develops an integration plan that includes implementation or enhancement of information security controls. A Company project team is assigned that regularly monitors and oversees the integration to ensure that progress is being made without undue delay, and where feasible.",GV-TR-1600,Remediation of security issues identified during due diligence is validated by The Company's Security Team.
HR-CS-1,Background and drug screening is performed on employees per company policy.,HR-TR-100,The Company performs background and drug screening for employees in alignment with the following:
HR-CS-1,Background and drug screening is performed on employees per company policy.,HR-TR-110,The Company completes background screening to determine new hires are US-persons if a job requisition is marked as a FedRAMP specific role by the hiring manager. 
HR-CS-2,Background and drug screening is performed on contractors per company policy. ,HR-TR-200,Background and drug screening is performed for contractors in alignment with the following:
HR-CS-2,Background and drug screening is performed on contractors per company policy. ,HR-TR-110,The Company completes background screening to determine new hires are US-persons if a job requisition is marked as a FedRAMP specific role by the hiring manager. 
HR-CS-3,The Company maintains worker termination procedures which are required to be initiated in the appropriate HR portal within [INSERT NUMBER] hours of termination date.,HR-TR-300,The Company performs worker Termination Procedures which require the respective manager to initiate termination procedures in the appropriate HR portal within  [INSERT TIME FRAME] of the termination date.
HR-CS-3,The Company maintains worker termination procedures which are required to be initiated in the appropriate HR portal within [INSERT NUMBER] hours of termination date.,HR-TR-310,"For FedRAMP employees, The Company conducts exit interviews to ensure that terminated individuals understand the security constraints imposed by being former employees and that proper accountability is achieved for information system-related property. Security topics of interest at exit interviews are related to the employees FedRAMP specific function."
HR-CS-4,The Company employees complete onboarding procedures prior to the employee's start date.,HR-TR-400,"The Company employee onboarding procedures require new employees to acknowledge the employee handbook, code of ethics, employee confidentiality, non-competition, and non-solicitation agreements. Agreements are required to be signed prior to receiving access to information systems. "
HR-CS-5,"For The Company systems deployed, The Company maintains a Sanctions Process that is a two-tier administrative process and is designed to evaluate allegations. ",HR-TR-500,"The Company notifies appropriate parties dependent on sanction severity during the investigations process when a sanction is being evaluated. Appropriate parties can include but are not limited to Legal, Cyber, and/or Human Resources. Timeframes of notification vary dependent on the investigation. "
AC-CS-1,Enterprise User Accounts are provisioned when an approved request has been documented.,AC-TR-100,Access is assigned on a least-privileged basis and uses role-based access rights when available.
AC-CS-1,Enterprise User Accounts are provisioned when an approved request has been documented.,AC-TR-2000,Organizational Users Accounts are created according to the following naming standards:
AC-CS-1,Enterprise User Accounts are provisioned when an approved request has been documented.,AC-TR-300,"Logs are generated and retained when an account's access to a system or application is created or removed, and when an account is disabled or deleted."
AC-CS-1,Enterprise User Accounts are provisioned when an approved request has been documented.,AC-TR-900,A centralized Company access management system is used for Organizational User Access.
AC-CS-1,Enterprise User Accounts are provisioned when an approved request has been documented.,AC-TR-1900,Enterprise User Accounts are only created after required screening has been performed in accordance with the Technical Requirements. Account information is provided to the user by a manager or designee upon onboarding.
AC-CS-10,[INSERT USER TYPE] access is certified by appropriate management on a [INSERT TIME FRAME] basis.,AC-TR-2100,Access for organization users is reviewed according to the following:
AC-CS-11,[INSERT USER TYPE] creation is permitted when appropriate approvals are obtained.,AC-TR-3100,Customer User Accounts are created upon request by the customer after the business relationship has been formally established.
AC-CS-11,[INSERT USER TYPE] creation is permitted when appropriate approvals are obtained.,AC-TR-300,"Logs are generated and retained when an account's access to a system or application is created or removed, and when an account is disabled or deleted."
AC-CS-11,[INSERT USER TYPE] creation is permitted when appropriate approvals are obtained.,AC-TR-3300,A Customer User Account is granted or modified for a customer after approval has been provided by an authorized party.
AC-CS-12,[INSERT USER TYPE] and access are provisioned by an authorized party.,AC-TR-300,"Logs are generated and retained when an account's access to a system or application is created or removed, and when an account is disabled or deleted."
AC-CS-12,[INSERT USER TYPE] and access are provisioned by an authorized party.,AC-TR-200,Separation of duties is considered prior to approving and granted access.
AC-CS-12,[INSERT USER TYPE] and access are provisioned by an authorized party.,AC-TR-100,Access is assigned on a least-privileged basis and uses role-based access rights when available.
AC-CS-12,[INSERT USER TYPE] and access are provisioned by an authorized party.,AC-TR-3400,The Company permits customers to manage their user(s) access where designated in the contract/agreement.
AC-CS-13,[INSERT USER TYPE] access is removed or disabled upon notification from an authorized party.,AC-TR-300,"Logs are generated and retained when an account's access to a system or application is created or removed, and when an account is disabled or deleted."
AC-CS-13,[INSERT USER TYPE] access is removed or disabled upon notification from an authorized party.,AC-TR-3200,Customer User Accounts are disabled or removed upon request by the customer or when the customer business relationship has been terminated.
AC-CS-13,[INSERT USER TYPE] access is removed or disabled upon notification from an authorized party.,AC-TR-3500,Customer Accounts are disabled or removed within  [INSERT TIME FRAME] of an authorized request.
AC-CS-13,[INSERT USER TYPE] access is removed or disabled upon notification from an authorized party.,AC-TR-3600,"Upon termination of the relationship between The Company and a customer, application and network access is revoked."
AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-3900,[INSERT PASSWORD REQUIREMENTS FOR CONSUMERS]
AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-400,"Passwords are securely stored using methods approved by The Company Information Security and in accordance with industry best practices, which includes, but is not limited to hashing passwords stored online using an appropriate hashing algorithm that is not vulnerable to a collision attack together with an appropriate salting policy, or other equivalent or stronger protections."
AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-3800,The following security requirements are enforced for Consumer User Accounts [INSERT PASSWORD REQUIREMENTS FOR CONSUMERS]
AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-4000,Consumers must be identified based on information additional to the customer's name and social security number prior to the account being created or granted access to personal information.
AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-4100,"Consumer Accounts are disabled by The Company within  [INSERT TIME FRAME] when required by contract, law, regulation, upon authorized request, or at the end of the subscription period."
AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-4200,"Where technically feasible, applications require two-factor authentication, step-up authentication, or an equal or greater authentication control for access to consumer accounts."
AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-4300,Applications implement rate-limiting mechanisms that inhibit brute force attacks against customer and consumer accounts where authentication is permitted over the internet. Methods for inhibiting these attacks may include:
AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-500,The Company Applications that store account passwords salt and hash the passwords using a security approved hashing algorithm.
AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-600,The Company does not provide password hints.
AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-700,Help messages that could aid an unauthorized login are not displayed prior to logon.
AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-1200,"Applications, servers, and workstations are configured to require authentication to unlock or re-establish a session."
AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-610,Systems obscure feedback of authentication information during the authentication process to protect the information from possible exploitation/use by unauthorized individuals.
AC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-4500,"For The Company systems deployed in its FedRAMP boundaries, The Company systems accept FICAM-approved consumer credentials where appropriate."
AC-CS-15,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-3700,The following security requirements are enforced for Customer User Accounts
AC-CS-15,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-400,"Passwords are securely stored using methods approved by The Company Information Security and in accordance with industry best practices, which includes, but is not limited to hashing passwords stored online using an appropriate hashing algorithm that is not vulnerable to a collision attack together with an appropriate salting policy, or other equivalent or stronger protections."
AC-CS-15,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-500,The Company Applications that store account passwords salt and hash the passwords using a security approved hashing algorithm.
AC-CS-15,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-600,The Company does not provide password hints.
AC-CS-15,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-700,Help messages that could aid an unauthorized login are not displayed prior to logon.
AC-CS-15,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-1200,"Applications, servers, and workstations are configured to require authentication to unlock or re-establish a session."
AC-CS-15,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-4400,"For The Company systems deployed in its FedRAMP boundaries, The Company systems accept and electronically verify Personal Identity Verification (PIV) credentials from federal agencies using approved single sign-on integration methods."
AC-CS-15,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-610,Systems obscure feedback of authentication information during the authentication process to protect the information from possible exploitation/use by unauthorized individuals.
AC-CS-15,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-3710,[INSERT PASSWORD REQUIREMENTS FOR CUSTOMERS]
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-3800,The following security requirements are enforced for Consumer User Accounts [INSERT PASSWORD REQUIREMENTS FOR CONSUMERS]
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-3900,[INSERT PASSWORD REQUIREMENTS FOR CONSUMERS]
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-400,"Passwords are securely stored using methods approved by The Company Information Security and in accordance with industry best practices, which includes, but is not limited to hashing passwords stored online using an appropriate hashing algorithm that is not vulnerable to a collision attack together with an appropriate salting policy, or other equivalent or stronger protections."
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-4000,Consumers must be identified based on information additional to the customer's name and social security number prior to the account being created or granted access to personal information.
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-4100,"Consumer Accounts are disabled by The Company within  [INSERT TIME FRAME] when required by contract, law, regulation, upon authorized request, or at the end of the subscription period."
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-4200,"Where technically feasible, applications require two-factor authentication, step-up authentication, or an equal or greater authentication control for access to consumer accounts."
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-4300,Applications implement rate-limiting mechanisms that inhibit brute force attacks against customer and consumer accounts where authentication is permitted over the internet. Methods for inhibiting these attacks may include:
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-500,The Company Applications that store account passwords salt and hash the passwords using a security approved hashing algorithm.
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-600,The Company does not provide password hints.
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-700,Help messages that could aid an unauthorized login are not displayed prior to logon.
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-1200,"Applications, servers, and workstations are configured to require authentication to unlock or re-establish a session."
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-4400,"For The Company systems deployed in its FedRAMP boundaries, The Company systems accept and electronically verify Personal Identity Verification (PIV) credentials from federal agencies using approved single sign-on integration methods."
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-610,Systems obscure feedback of authentication information during the authentication process to protect the information from possible exploitation/use by unauthorized individuals.
